Ideal pulse shape of 1,2 an 3 photons events.
laser=1540nm (0.8eV)
bias current = 10.5 uA 
temperature = 44mK
 
time	Amp_1ph_0.8eV	Amp_2ph_1.6eV	Amp_3ph_2.4eV
s	V	V	V

5.41612E-6	-0.01996	-0.03809	-0.05545
5.45612E-6	-0.02011	-0.03782	-0.05495
5.49612E-6	-0.01999	-0.03738	-0.05404
5.53612E-6	-0.01988	-0.03751	-0.05405
5.57612E-6	-0.01947	-0.03723	-0.05407
5.61612E-6	-0.01958	-0.03696	-0.05389
5.65612E-6	-0.0196	-0.03651	-0.05317
5.69612E-6	-0.01936	-0.03658	-0.05326
5.73612E-6	-0.01895	-0.03644	-0.05303
5.77612E-6	-0.01915	-0.03612	-0.05294
5.81612E-6	-0.01913	-0.03567	-0.05203
5.85612E-6	-0.01897	-0.03583	-0.05201
5.89612E-6	-0.01856	-0.03568	-0.05194
5.93612E-6	-0.01875	-0.03546	-0.05157
5.97612E-6	-0.01866	-0.03498	-0.05098
6.01612E-6	-0.01853	-0.035	-0.05089
6.05612E-6	-0.01809	-0.03487	-0.05078
6.09612E-6	-0.01823	-0.03455	-0.05052
6.13612E-6	-0.01828	-0.0341	-0.04977
6.17612E-6	-0.01812	-0.0343	-0.04978
6.21612E-6	-0.01765	-0.034	-0.04959
6.25612E-6	-0.01786	-0.03367	-0.0491
6.29612E-6	-0.0179	-0.03343	-0.04837
6.33612E-6	-0.01776	-0.03344	-0.04853
6.37612E-6	-0.0173	-0.03328	-0.0483
6.41612E-6	-0.01743	-0.03305	-0.04794
6.45612E-6	-0.01751	-0.03281	-0.04741
6.49612E-6	-0.01734	-0.03284	-0.04755
6.53612E-6	-0.01689	-0.03262	-0.0472
6.57612E-6	-0.01716	-0.03244	-0.04699
6.61612E-6	-0.01711	-0.03201	-0.04656
6.65612E-6	-0.01699	-0.03195	-0.04631
6.69612E-6	-0.01653	-0.03178	-0.04601
6.73612E-6	-0.01673	-0.03173	-0.0457
6.77612E-6	-0.01677	-0.03141	-0.04547
6.81612E-6	-0.0167	-0.03138	-0.04549
6.85612E-6	-0.01616	-0.03107	-0.0452
6.89612E-6	-0.01632	-0.03087	-0.04506
6.93612E-6	-0.01634	-0.0306	-0.04421
6.97612E-6	-0.01622	-0.0305	-0.04438
7.01612E-6	-0.01578	-0.03045	-0.04398
7.05612E-6	-0.01593	-0.03034	-0.04359
7.09612E-6	-0.01593	-0.03003	-0.04317
7.13612E-6	-0.01594	-0.0299	-0.04334
7.17612E-6	-0.01543	-0.02985	-0.04316
7.21612E-6	-0.01565	-0.02971	-0.04285
7.25612E-6	-0.01568	-0.02939	-0.04228
7.29612E-6	-0.01565	-0.02928	-0.04264
7.33612E-6	-0.01508	-0.02904	-0.04221
7.37612E-6	-0.01522	-0.02902	-0.04195
7.41612E-6	-0.0153	-0.02876	-0.0415
7.45612E-6	-0.01528	-0.02868	-0.04159
7.49612E-6	-0.0147	-0.02851	-0.04127
7.53612E-6	-0.0149	-0.02841	-0.04109
7.57612E-6	-0.01499	-0.02824	-0.04064
7.61612E-6	-0.0149	-0.02806	-0.04062
7.65612E-6	-0.01441	-0.02794	-0.0404
7.69612E-6	-0.01457	-0.02799	-0.04006
7.73612E-6	-0.01465	-0.02772	-0.0396
7.77612E-6	-0.0146	-0.02765	-0.03949
7.81612E-6	-0.01403	-0.02737	-0.03945
7.85612E-6	-0.01425	-0.02736	-0.03911
7.89612E-6	-0.01424	-0.02716	-0.03881
7.93612E-6	-0.0144	-0.02694	-0.03895
7.97612E-6	-0.01384	-0.02679	-0.03856
8.01612E-6	-0.01391	-0.02674	-0.03833
8.05612E-6	-0.01404	-0.02654	-0.03801
8.09612E-6	-0.01406	-0.02638	-0.03811
8.13612E-6	-0.01354	-0.02621	-0.03812
8.17612E-6	-0.01369	-0.0262	-0.03757
8.21612E-6	-0.01369	-0.02597	-0.03717
8.25612E-6	-0.01377	-0.02583	-0.0374
8.29612E-6	-0.01317	-0.02553	-0.0372
8.33612E-6	-0.01333	-0.02557	-0.03695
8.37612E-6	-0.01343	-0.0255	-0.0368
8.41612E-6	-0.01351	-0.0253	-0.03635
8.45612E-6	-0.01296	-0.02492	-0.03627
8.49612E-6	-0.01316	-0.02503	-0.03605
8.53612E-6	-0.01319	-0.02494	-0.0358
8.57612E-6	-0.01327	-0.02466	-0.03581
8.61612E-6	-0.01269	-0.0245	-0.03558
8.65612E-6	-0.01287	-0.02464	-0.03525
8.69612E-6	-0.01293	-0.02441	-0.03483
8.73612E-6	-0.01303	-0.02422	-0.03492
8.77612E-6	-0.01243	-0.02404	-0.03476
8.81612E-6	-0.01256	-0.02419	-0.03465
8.85612E-6	-0.01266	-0.02408	-0.03445
8.89612E-6	-0.01282	-0.024	-0.03432
8.93612E-6	-0.01223	-0.02358	-0.03433
8.97612E-6	-0.01235	-0.02364	-0.03392
9.01612E-6	-0.01239	-0.02351	-0.03344
9.05612E-6	-0.01249	-0.02321	-0.03375
9.09612E-6	-0.01187	-0.0231	-0.03345
9.13612E-6	-0.01201	-0.02312	-0.03334
9.17612E-6	-0.01208	-0.023	-0.03315
9.21612E-6	-0.01218	-0.02281	-0.03293
9.25612E-6	-0.01161	-0.02246	-0.03289
9.29612E-6	-0.01175	-0.02262	-0.03296
9.33612E-6	-0.01186	-0.02242	-0.03212
9.37612E-6	-0.01203	-0.02224	-0.03239
9.41612E-6	-0.01141	-0.02202	-0.032
9.45612E-6	-0.01154	-0.02221	-0.03191
9.49612E-6	-0.01156	-0.02212	-0.03177
9.53612E-6	-0.01179	-0.02197	-0.03156
9.57612E-6	-0.01119	-0.02163	-0.03126
9.61612E-6	-0.01131	-0.02183	-0.03133
9.65612E-6	-0.01141	-0.02179	-0.03103
9.69612E-6	-0.01156	-0.02163	-0.03107
9.73612E-6	-0.01093	-0.02122	-0.03108
9.77612E-6	-0.01109	-0.0214	-0.03079
9.81612E-6	-0.01113	-0.02132	-0.03064
9.85612E-6	-0.01134	-0.02106	-0.0305
9.89612E-6	-0.01072	-0.02069	-0.03017
9.93612E-6	-0.01081	-0.02091	-0.03028
9.97612E-6	-0.0109	-0.02086	-0.02991
1.00161E-5	-0.01117	-0.02064	-0.02973
1.00561E-5	-0.0105	-0.02044	-0.02965
1.00961E-5	-0.01062	-0.0206	-0.02951
1.01361E-5	-0.01073	-0.02041	-0.02922
1.01761E-5	-0.01094	-0.0202	-0.02906
1.02161E-5	-0.01032	-0.01992	-0.02887
1.02561E-5	-0.01034	-0.02002	-0.029
1.02961E-5	-0.01052	-0.02003	-0.02852
1.03361E-5	-0.01072	-0.01987	-0.02862
1.03761E-5	-0.01008	-0.01941	-0.02833
1.04161E-5	-0.01025	-0.01954	-0.02841
1.04561E-5	-0.01033	-0.01954	-0.02841
1.04961E-5	-0.01054	-0.01941	-0.02819
1.05361E-5	-0.00997	-0.01897	-0.02811
1.05761E-5	-0.00994	-0.01913	-0.02804
1.06161E-5	-0.01006	-0.01911	-0.02777
1.06561E-5	-0.01033	-0.01903	-0.02779
1.06961E-5	-0.0096	-0.01857	-0.02731
1.07361E-5	-0.0098	-0.01887	-0.02762
1.07761E-5	-0.00994	-0.01882	-0.02747
1.08161E-5	-0.01014	-0.01875	-0.02704
1.08561E-5	-0.00954	-0.01823	-0.02663
1.08961E-5	-0.00964	-0.01852	-0.02652
1.09361E-5	-0.00968	-0.01846	-0.02626
1.09761E-5	-0.00992	-0.01832	-0.02617
1.10161E-5	-0.00937	-0.01793	-0.02615
1.10561E-5	-0.00939	-0.01806	-0.02625
1.10961E-5	-0.00948	-0.01809	-0.02607
1.11361E-5	-0.00975	-0.01795	-0.02578
1.11761E-5	-0.00909	-0.01752	-0.02568
1.12161E-5	-0.00922	-0.0177	-0.02578
1.12561E-5	-0.00927	-0.01779	-0.02545
1.12961E-5	-0.00957	-0.01766	-0.02555
1.13361E-5	-0.00895	-0.01717	-0.02526
1.13761E-5	-0.00903	-0.0174	-0.0253
1.14161E-5	-0.00904	-0.01745	-0.02524
1.14561E-5	-0.00934	-0.01737	-0.02484
1.14961E-5	-0.00874	-0.01681	-0.02454
1.15361E-5	-0.00886	-0.0171	-0.02465
1.15761E-5	-0.00898	-0.01712	-0.02474
1.16161E-5	-0.00928	-0.01696	-0.02472
1.16561E-5	-0.00863	-0.0165	-0.0243
1.16961E-5	-0.00865	-0.0167	-0.02478
1.17361E-5	-0.00877	-0.01676	-0.02448
1.17761E-5	-0.00908	-0.0166	-0.02413
1.18161E-5	-0.00844	-0.01614	-0.02382
1.18561E-5	-0.00859	-0.01643	-0.02395
1.18961E-5	-0.00864	-0.01642	-0.02376
1.19361E-5	-0.00887	-0.0164	-0.02347
1.19761E-5	-0.00831	-0.01595	-0.02344
1.20161E-5	-0.00834	-0.01615	-0.02333
1.20561E-5	-0.00848	-0.01616	-0.0235
1.20961E-5	-0.00874	-0.01626	-0.02332
1.21361E-5	-0.00812	-0.01572	-0.02304
1.21761E-5	-0.00817	-0.0159	-0.02318
1.22161E-5	-0.00823	-0.016	-0.02295
1.22561E-5	-0.00863	-0.01585	-0.02275
1.22961E-5	-0.008	-0.01536	-0.02267
1.23361E-5	-0.00808	-0.01564	-0.0227
1.23761E-5	-0.0082	-0.0157	-0.02273
1.24161E-5	-0.00842	-0.01572	-0.02249
1.24561E-5	-0.00782	-0.01514	-0.02221
1.24961E-5	-0.00793	-0.01516	-0.02238
1.25361E-5	-0.00802	-0.01534	-0.0221
1.25761E-5	-0.00831	-0.01539	-0.02177
1.26161E-5	-0.00766	-0.0147	-0.02147
1.26561E-5	-0.00766	-0.01498	-0.02158
1.26961E-5	-0.00781	-0.01502	-0.02142
1.27361E-5	-0.00807	-0.01496	-0.02131
1.27761E-5	-0.00746	-0.01431	-0.02103
1.28161E-5	-0.00754	-0.01445	-0.02133
1.28561E-5	-0.0076	-0.01454	-0.02122
1.28961E-5	-0.0079	-0.01456	-0.0209
1.29361E-5	-0.00728	-0.01412	-0.02063
1.29761E-5	-0.00738	-0.01434	-0.02069
1.30161E-5	-0.00747	-0.01442	-0.0206
1.30561E-5	-0.0078	-0.01453	-0.02065
1.30961E-5	-0.00718	-0.01392	-0.02017
1.31361E-5	-0.00728	-0.01409	-0.02038
1.31761E-5	-0.00736	-0.01421	-0.02027
1.32161E-5	-0.00771	-0.01416	-0.02002
1.32561E-5	-0.00705	-0.01353	-0.01964
1.32961E-5	-0.00712	-0.01372	-0.01983
1.33361E-5	-0.00725	-0.01386	-0.01989
1.33761E-5	-0.00754	-0.01386	-0.01981
1.34161E-5	-0.00693	-0.01338	-0.01956
1.34561E-5	-0.00708	-0.01357	-0.01988
1.34961E-5	-0.00707	-0.01366	-0.01991
1.35361E-5	-0.00744	-0.01366	-0.01976
1.35761E-5	-0.00678	-0.01316	-0.01922
1.36161E-5	-0.00686	-0.0133	-0.01948
1.36561E-5	-0.00698	-0.01338	-0.01925
1.36961E-5	-0.00728	-0.01346	-0.01921
1.37361E-5	-0.00669	-0.01286	-0.01906
1.37761E-5	-0.00683	-0.01307	-0.01895
1.38161E-5	-0.00687	-0.01311	-0.01909
1.38561E-5	-0.00716	-0.01308	-0.01865
1.38961E-5	-0.00663	-0.01257	-0.01827
1.39361E-5	-0.00671	-0.01264	-0.01879
1.39761E-5	-0.00676	-0.01275	-0.01858
1.40161E-5	-0.00709	-0.01299	-0.01837
1.40561E-5	-0.00652	-0.0123	-0.01833
1.40961E-5	-0.00653	-0.01249	-0.01846
1.41361E-5	-0.0065	-0.01261	-0.01871
1.41761E-5	-0.00686	-0.01273	-0.01839
1.42161E-5	-0.00632	-0.01224	-0.01796
1.42561E-5	-0.00642	-0.01234	-0.01811
1.42961E-5	-0.00645	-0.01241	-0.01803
1.43361E-5	-0.00688	-0.01258	-0.01786
1.43761E-5	-0.00632	-0.01199	-0.01735
1.44161E-5	-0.00628	-0.01209	-0.01776
1.44561E-5	-0.00632	-0.01228	-0.01778
1.44961E-5	-0.00669	-0.01233	-0.01755
1.45361E-5	-0.00604	-0.01173	-0.01704
1.45761E-5	-0.00607	-0.01194	-0.01706
1.46161E-5	-0.00617	-0.01189	-0.01726
1.46561E-5	-0.00653	-0.01209	-0.01723
1.46961E-5	-0.00592	-0.01162	-0.01661
1.47361E-5	-0.00599	-0.0117	-0.0169
1.47761E-5	-0.00606	-0.01189	-0.01686
1.48161E-5	-0.00643	-0.01194	-0.01674
1.48561E-5	-0.00584	-0.01132	-0.01631
1.48961E-5	-0.00592	-0.01141	-0.01668
1.49361E-5	-0.00598	-0.0114	-0.01673
1.49761E-5	-0.00635	-0.01169	-0.01689
1.50161E-5	-0.0058	-0.01104	-0.01633
1.50561E-5	-0.0058	-0.01119	-0.01628
1.50961E-5	-0.00588	-0.01129	-0.01682
1.51361E-5	-0.00628	-0.0115	-0.01659
1.51761E-5	-0.00573	-0.01085	-0.01597
1.52161E-5	-0.00573	-0.01096	-0.01629
1.52561E-5	-0.00575	-0.01112	-0.01634
1.52961E-5	-0.00614	-0.01125	-0.01651
1.53361E-5	-0.00558	-0.01065	-0.01593
1.53761E-5	-0.00564	-0.01079	-0.01605
1.54161E-5	-0.00562	-0.01079	-0.01607
1.54561E-5	-0.006	-0.01109	-0.01597
1.54961E-5	-0.00542	-0.01038	-0.0155
1.55361E-5	-0.00547	-0.0106	-0.01544
1.55761E-5	-0.00554	-0.01075	-0.01546
1.56161E-5	-0.00596	-0.01097	-0.01549
1.56561E-5	-0.00535	-0.01036	-0.01488
1.56961E-5	-0.00539	-0.01037	-0.01543
1.57361E-5	-0.00547	-0.01047	-0.01542
1.57761E-5	-0.00583	-0.01073	-0.01537
1.58161E-5	-0.00525	-0.00999	-0.01505
1.58561E-5	-0.00532	-0.01027	-0.01501
1.58961E-5	-0.00538	-0.01043	-0.01515
1.59361E-5	-0.00575	-0.01057	-0.01545
1.59761E-5	-0.00518	-0.01002	-0.01481
1.60161E-5	-0.00523	-0.01004	-0.0148
1.60561E-5	-0.00528	-0.01012	-0.01514
1.60961E-5	-0.0056	-0.01048	-0.01497
1.61361E-5	-0.00512	-0.0097	-0.01442
1.61761E-5	-0.0052	-0.00971	-0.01466
1.62161E-5	-0.00513	-0.00994	-0.0145
1.62561E-5	-0.00555	-0.01019	-0.01477
1.62961E-5	-0.00501	-0.00954	-0.01404
1.63361E-5	-0.00512	-0.00967	-0.01398
1.63761E-5	-0.00514	-0.0098	-0.01423
1.64161E-5	-0.0055	-0.00998	-0.01425
1.64561E-5	-0.00494	-0.00939	-0.01373
1.64961E-5	-0.00496	-0.00958	-0.01393
1.65361E-5	-0.005	-0.00961	-0.0139
1.65761E-5	-0.00536	-0.00989	-0.01407
1.66161E-5	-0.00479	-0.00931	-0.01355
1.66561E-5	-0.00482	-0.00938	-0.01349
1.66961E-5	-0.00487	-0.0095	-0.01411
1.67361E-5	-0.00533	-0.00985	-0.01407
1.67761E-5	-0.00473	-0.00917	-0.0135
1.68161E-5	-0.00474	-0.00926	-0.01376
1.68561E-5	-0.00483	-0.00918	-0.01362
1.68961E-5	-0.00518	-0.00955	-0.01384
1.69361E-5	-0.00469	-0.00888	-0.01321
1.69761E-5	-0.00467	-0.00894	-0.01337
1.70161E-5	-0.00469	-0.00913	-0.01365
1.70561E-5	-0.00506	-0.0094	-0.01331
1.70961E-5	-0.00447	-0.00872	-0.01269
1.71361E-5	-0.0045	-0.00886	-0.0129
1.71761E-5	-0.00459	-0.00897	-0.01302
1.72161E-5	-0.00502	-0.00924	-0.01308
1.72561E-5	-0.00439	-0.00861	-0.01243
1.72961E-5	-0.00449	-0.00875	-0.01249
1.73361E-5	-0.00456	-0.00866	-0.0127
1.73761E-5	-0.00492	-0.00894	-0.0129
1.74161E-5	-0.00439	-0.00836	-0.01231
1.74561E-5	-0.00445	-0.00844	-0.01241
1.74961E-5	-0.00443	-0.00867	-0.01238
1.75361E-5	-0.00483	-0.00886	-0.0123
1.75761E-5	-0.00434	-0.00836	-0.01196
1.76161E-5	-0.00438	-0.00841	-0.01208
1.76561E-5	-0.0044	-0.00848	-0.01232
1.76961E-5	-0.00482	-0.00883	-0.01239
1.77361E-5	-0.00421	-0.00822	-0.0117
1.77761E-5	-0.00428	-0.00831	-0.01224
1.78161E-5	-0.00431	-0.00837	-0.01197
1.78561E-5	-0.00466	-0.00864	-0.01212
1.78961E-5	-0.00417	-0.00801	-0.01183
1.79361E-5	-0.00415	-0.00812	-0.01199
1.79761E-5	-0.00417	-0.00818	-0.01205
1.80161E-5	-0.00461	-0.00851	-0.01216
1.80561E-5	-0.00407	-0.00793	-0.0116
1.80961E-5	-0.00412	-0.00804	-0.01199
1.81361E-5	-0.00419	-0.00811	-0.01187
1.81761E-5	-0.00466	-0.00844	-0.01178
1.82161E-5	-0.00404	-0.00784	-0.01152
1.82561E-5	-0.00408	-0.00777	-0.01157
1.82961E-5	-0.00417	-0.00784	-0.01173
1.83361E-5	-0.00449	-0.00819	-0.01168
1.83761E-5	-0.00397	-0.00761	-0.01111
1.84161E-5	-0.00403	-0.00775	-0.01122
1.84561E-5	-0.00401	-0.00783	-0.01144
1.84961E-5	-0.00441	-0.00818	-0.0116
1.85361E-5	-0.00381	-0.00746	-0.01116
1.85761E-5	-0.00395	-0.00748	-0.01111
1.86161E-5	-0.004	-0.00756	-0.01147
1.86561E-5	-0.00437	-0.00787	-0.0114
1.86961E-5	-0.00384	-0.00724	-0.01059
1.87361E-5	-0.00384	-0.00739	-0.01069
1.87761E-5	-0.0039	-0.00755	-0.01082
1.88161E-5	-0.00428	-0.00773	-0.01076
1.88561E-5	-0.00374	-0.00711	-0.01042
1.88961E-5	-0.00376	-0.00718	-0.01069
1.89361E-5	-0.00387	-0.00713	-0.01074
1.89761E-5	-0.00421	-0.0076	-0.01096
1.90161E-5	-0.00368	-0.00696	-0.0106
1.90561E-5	-0.00373	-0.00712	-0.01068
1.90961E-5	-0.00379	-0.00719	-0.01087
1.91361E-5	-0.00416	-0.00744	-0.01088
1.91761E-5	-0.00356	-0.00689	-0.01026
1.92161E-5	-0.00364	-0.00705	-0.01051
1.92561E-5	-0.00366	-0.00715	-0.01048
1.92961E-5	-0.00412	-0.00742	-0.01079
1.93361E-5	-0.00362	-0.00677	-0.01009
1.93761E-5	-0.00364	-0.00684	-0.01002
1.94161E-5	-0.00366	-0.00689	-0.01016
1.94561E-5	-0.00407	-0.00724	-0.01037
1.94961E-5	-0.00354	-0.00661	-0.00991
1.95361E-5	-0.00364	-0.00675	-0.01012
1.95761E-5	-0.00364	-0.00688	-0.01033
1.96161E-5	-0.00405	-0.00717	-0.01019
1.96561E-5	-0.00351	-0.0067	-0.00967
1.96961E-5	-0.00351	-0.00676	-0.00976
1.97361E-5	-0.00358	-0.00674	-0.0098
1.97761E-5	-0.0039	-0.00709	-0.01015
1.98161E-5	-0.00343	-0.00647	-0.00942
1.98561E-5	-0.00349	-0.00645	-0.00949
1.98961E-5	-0.00347	-0.00657	-0.00987
1.99361E-5	-0.00388	-0.00699	-0.00998
1.99761E-5	-0.00334	-0.00631	-0.00946
2.00161E-5	-0.0034	-0.00639	-0.00945
2.00561E-5	-0.00343	-0.00654	-0.00959
2.00961E-5	-0.00383	-0.00694	-0.00973
2.01361E-5	-0.00329	-0.0063	-0.00916
2.01761E-5	-0.00332	-0.00642	-0.00939
2.02161E-5	-0.00335	-0.00643	-0.00931
2.02561E-5	-0.00379	-0.00679	-0.00959
2.02961E-5	-0.00324	-0.00624	-0.00883
2.03361E-5	-0.00325	-0.00627	-0.00888
2.03761E-5	-0.00331	-0.00635	-0.00908
2.04161E-5	-0.00368	-0.00669	-0.00934
2.04561E-5	-0.00316	-0.006	-0.00883
2.04961E-5	-0.00321	-0.00614	-0.00913
2.05361E-5	-0.00327	-0.00612	-0.00917
2.05761E-5	-0.00368	-0.00655	-0.00945
2.06161E-5	-0.00316	-0.00588	-0.00888
2.06561E-5	-0.00323	-0.00595	-0.00894
2.06961E-5	-0.00321	-0.00616	-0.00925
2.07361E-5	-0.00366	-0.00641	-0.00942
2.07761E-5	-0.00307	-0.00575	-0.00907
2.08161E-5	-0.00308	-0.00593	-0.00928
2.08561E-5	-0.0031	-0.00607	-0.00901
2.08961E-5	-0.00345	-0.00634	-0.00929
2.09361E-5	-0.00298	-0.0058	-0.00875
2.09761E-5	-0.00305	-0.00601	-0.00884
2.10161E-5	-0.00305	-0.00596	-0.00883
2.10561E-5	-0.00347	-0.00636	-0.00891
2.10961E-5	-0.00292	-0.00571	-0.00849
2.11361E-5	-0.00304	-0.00568	-0.00891
2.11761E-5	-0.00303	-0.0058	-0.00878
2.12161E-5	-0.00342	-0.00614	-0.00912
2.12561E-5	-0.00294	-0.00562	-0.00864
2.12961E-5	-0.00299	-0.00564	-0.00843
2.13361E-5	-0.00306	-0.00568	-0.00854
2.13761E-5	-0.00343	-0.00614	-0.00862
2.14161E-5	-0.00289	-0.00554	-0.00794
2.14561E-5	-0.00289	-0.00554	-0.00811
2.14961E-5	-0.00292	-0.0055	-0.00821
2.15361E-5	-0.0033	-0.00578	-0.00845
2.15761E-5	-0.00278	-0.00527	-0.00797
2.16161E-5	-0.00287	-0.0054	-0.00816
2.16561E-5	-0.00288	-0.00553	-0.00815
2.16961E-5	-0.00332	-0.00596	-0.00828
2.17361E-5	-0.00278	-0.00539	-0.00774
2.17761E-5	-0.00283	-0.00542	-0.00778
2.18161E-5	-0.00286	-0.00556	-0.00809
2.18561E-5	-0.00324	-0.00578	-0.00807
2.18961E-5	-0.0027	-0.00517	-0.00752
2.19361E-5	-0.00282	-0.00531	-0.00766
2.19761E-5	-0.00281	-0.00537	-0.00781
2.20161E-5	-0.00321	-0.00562	-0.00821
2.20561E-5	-0.00269	-0.0052	-0.00764
2.20961E-5	-0.00275	-0.00516	-0.00762
2.21361E-5	-0.00282	-0.00527	-0.0076
2.21761E-5	-0.00319	-0.00563	-0.00786
2.22161E-5	-0.00268	-0.0051	-0.00754
2.22561E-5	-0.00268	-0.00508	-0.00771
2.22961E-5	-0.00272	-0.00509	-0.0076
2.23361E-5	-0.00312	-0.0054	-0.00787
2.23761E-5	-0.00266	-0.00497	-0.00731
2.24161E-5	-0.00272	-0.00509	-0.00738
2.24561E-5	-0.00268	-0.00501	-0.00755
2.24961E-5	-0.00312	-0.00533	-0.00764
2.25361E-5	-0.0026	-0.00488	-0.00706
2.25761E-5	-0.00257	-0.00499	-0.00708
2.26161E-5	-0.00261	-0.0049	-0.00729
2.26561E-5	-0.00301	-0.00533	-0.00763
2.26961E-5	-0.0025	-0.00485	-0.00696
2.27361E-5	-0.0026	-0.00495	-0.00702
2.27761E-5	-0.00263	-0.00501	-0.00735
2.28161E-5	-0.00296	-0.00528	-0.00741
2.28561E-5	-0.0025	-0.00466	-0.00696
2.28961E-5	-0.00257	-0.00473	-0.00705
2.29361E-5	-0.00261	-0.00479	-0.00697
2.29761E-5	-0.00296	-0.00526	-0.00726
2.30161E-5	-0.00246	-0.00475	-0.00684
2.30561E-5	-0.00254	-0.00475	-0.00688
2.30961E-5	-0.0025	-0.00475	-0.0068
2.31361E-5	-0.00287	-0.00522	-0.00717
2.31761E-5	-0.00239	-0.0046	-0.00676
2.32161E-5	-0.00239	-0.00469	-0.00704
2.32561E-5	-0.00245	-0.00482	-0.00693
2.32961E-5	-0.00289	-0.00509	-0.00735
2.33361E-5	-0.00238	-0.00442	-0.0065
2.33761E-5	-0.00244	-0.00457	-0.00678
2.34161E-5	-0.0025	-0.00461	-0.00662
2.34561E-5	-0.00281	-0.00502	-0.00686
2.34961E-5	-0.00232	-0.00451	-0.00669
2.35361E-5	-0.00239	-0.00447	-0.00672
2.35761E-5	-0.00235	-0.00456	-0.00662
2.36161E-5	-0.00279	-0.00495	-0.00695
2.36561E-5	-0.00233	-0.0044	-0.00634
2.36961E-5	-0.00237	-0.00449	-0.00649
2.37361E-5	-0.00233	-0.00445	-0.00643
2.37761E-5	-0.00275	-0.0048	-0.00664
2.38161E-5	-0.00223	-0.00427	-0.00642
2.38561E-5	-0.00227	-0.00434	-0.00655
2.38961E-5	-0.00229	-0.00437	-0.00682
2.39361E-5	-0.00268	-0.00466	-0.00708
2.39761E-5	-0.00218	-0.0042	-0.0063
2.40161E-5	-0.00227	-0.00426	-0.00661
2.40561E-5	-0.00228	-0.00429	-0.00651
2.40961E-5	-0.00268	-0.00474	-0.00674
2.41361E-5	-0.00225	-0.00414	-0.00626
2.41761E-5	-0.00231	-0.00421	-0.00632
2.42161E-5	-0.00231	-0.00434	-0.00641
2.42561E-5	-0.00271	-0.00472	-0.00658
2.42961E-5	-0.00223	-0.0042	-0.006
2.43361E-5	-0.00216	-0.00425	-0.00614
2.43761E-5	-0.00219	-0.00426	-0.00617
2.44161E-5	-0.00265	-0.00462	-0.00663
2.44561E-5	-0.0021	-0.004	-0.00623
2.44961E-5	-0.0022	-0.00407	-0.00615
2.45361E-5	-0.00221	-0.00416	-0.00631
2.45761E-5	-0.00259	-0.00447	-0.00662
2.46161E-5	-0.00213	-0.00397	-0.00604
2.46561E-5	-0.00216	-0.00404	-0.00591
2.46961E-5	-0.00214	-0.004	-0.00596
2.47361E-5	-0.00259	-0.00437	-0.00618
2.47761E-5	-0.0021	-0.004	-0.00562
2.48161E-5	-0.00213	-0.00395	-0.00566
2.48561E-5	-0.00208	-0.00388	-0.00559
2.48961E-5	-0.00251	-0.00438	-0.00593
2.49361E-5	-0.00201	-0.00376	-0.00564
2.49761E-5	-0.00199	-0.00389	-0.00536
2.50161E-5	-0.00205	-0.00389	-0.006
2.50561E-5	-0.0025	-0.00421	-0.00629
2.50961E-5	-0.00201	-0.00387	-0.00559
2.51361E-5	-0.00207	-0.00384	-0.00574
2.51761E-5	-0.0021	-0.00381	-0.00587
2.52161E-5	-0.00246	-0.0043	-0.00622
2.52561E-5	-0.002	-0.00375	-0.0057
2.52961E-5	-0.00206	-0.00379	-0.00542
2.53361E-5	-0.00204	-0.00378	-0.00554
2.53761E-5	-0.00246	-0.00424	-0.00611
2.54161E-5	-0.00192	-0.0037	-0.00559
2.54561E-5	-0.00201	-0.00372	-0.00564
2.54961E-5	-0.00203	-0.00379	-0.00556
2.55361E-5	-0.0024	-0.00412	-0.00591
2.55761E-5	-0.00195	-0.00364	-0.0054
2.56161E-5	-0.00189	-0.00365	-0.00551
2.56561E-5	-0.00189	-0.00381	-0.00554
2.56961E-5	-0.0024	-0.00418	-0.00571
2.57361E-5	-0.00184	-0.00356	-0.0054
2.57761E-5	-0.00191	-0.00359	-0.00541
2.58161E-5	-0.00192	-0.0036	-0.00546
2.58561E-5	-0.00231	-0.00397	-0.00561
2.58961E-5	-0.00181	-0.00349	-0.00526
2.59361E-5	-0.0018	-0.0035	-0.00533
2.59761E-5	-0.00184	-0.00353	-0.00495
2.60161E-5	-0.0023	-0.00395	-0.00549
2.60561E-5	-0.00181	-0.00346	-0.00495
2.60961E-5	-0.00179	-0.00342	-0.00501
2.61361E-5	-0.00186	-0.00348	-0.00518
2.61761E-5	-0.00227	-0.00385	-0.00515
2.62161E-5	-0.00172	-0.00332	-0.00489
2.62561E-5	-0.00185	-0.00334	-0.00502
2.62961E-5	-0.00187	-0.00337	-0.00492
2.63361E-5	-0.00227	-0.0037	-0.00551
2.63761E-5	-0.00178	-0.00329	-0.00507
2.64161E-5	-0.0018	-0.00338	-0.00494
2.64561E-5	-0.00178	-0.00339	-0.00513
2.64961E-5	-0.00215	-0.00394	-0.00527
2.65361E-5	-0.00167	-0.00337	-0.00464
2.65761E-5	-0.00169	-0.00349	-0.005
2.66161E-5	-0.00169	-0.00356	-0.00498
2.66561E-5	-0.00218	-0.00373	-0.00518
2.66961E-5	-0.00166	-0.00319	-0.00491
2.67361E-5	-0.00176	-0.0033	-0.00474
